Ensembl	Symbol	Family	Protein	Entrez ID
ENSMUSG00000034227	Foxj1	Fork_head	ENSMUSP00000038351;	15223
ENSMUSG00000071665	Foxr2	Fork_head	ENSMUSP00000128452;ENSMUSP00000093984;	436240
ENSMUSG00000048377	Foxi2	Fork_head	ENSMUSP00000053641;	270004
ENSMUSG00000044518	Foxe3	Fork_head	ENSMUSP00000050445;	30923
ENSMUSG00000059246	Foxb1	Fork_head	ENSMUSP00000096197;	64290
ENSMUSG00000050397	Foxl2	Fork_head	ENSMUSP00000053297;	26927
ENSMUSG00000039521	Foxp3	Fork_head	ENSMUSP00000111404;ENSMUSP00000111405;ENSMUSP00000111403;ENSMUSP00000041953;	20371
ENSMUSG00000055874	Foxi3	Fork_head	ENSMUSP00000065664;ENSMUSP00000125380;	232077
ENSMUSG00000051490	Foxd4	Fork_head	ENSMUSP00000058575;	14237
ENSMUSG00000050295	Foxc1	Fork_head	ENSMUSP00000052196;	17300
ENSMUSG00000033713	Foxn3	Fork_head	ENSMUSP00000082189;ENSMUSP00000135749;ENSMUSP00000135814;ENSMUSP00000036035;ENSMUSP00000135082;	71375
ENSMUSG00000052135	Foxo6	Fork_head	ENSMUSP00000099716;	329934
ENSMUSG00000042812	Foxf1	Fork_head	ENSMUSP00000137662;	15227
ENSMUSG00000067261	Foxd3	Fork_head	ENSMUSP00000084541;	15221
ENSMUSG00000032998	Foxj3	Fork_head	ENSMUSP00000123815;ENSMUSP00000101917;ENSMUSP00000123923;ENSMUSP00000035746;ENSMUSP00000124806;	230700
ENSMUSG00000023991	Foxp4	Fork_head	ENSMUSP00000108887;ENSMUSP00000108890;ENSMUSP00000094916;ENSMUSP00000108888;	74123
ENSMUSG00000078302	Foxd1	Fork_head	ENSMUSP00000100725;	15229
ENSMUSG00000056829	Foxb2	Fork_head	ENSMUSP00000072687;	14240
ENSMUSG00000039275	Foxk2	Fork_head	ENSMUSP00000101719;	68837
ENSMUSG00000038402	Foxf2	Fork_head	ENSMUSP00000046789;	14238
ENSMUSG00000042002	Foxn4	Fork_head	ENSMUSP00000047951;	116810
ENSMUSG00000097084	Foxl1	Fork_head	ENSMUSP00000137732;	14241
ENSMUSG00000116152	Foxd3	Fork_head	ENSMUSP00000155781;	-
ENSMUSG00000033837	Foxh1	Fork_head	ENSMUSP00000036591;	14106
ENSMUSG00000074676	Foxs1	Fork_head	ENSMUSP00000096806;	14239
ENSMUSG00000034998	Foxn2	Fork_head	ENSMUSP00000118378;ENSMUSP00000107857;	14236
ENSMUSG00000035125	Gcfc2	GCFC	ENSMUSP00000144868;ENSMUSP00000035644;	330361
ENSMUSG00000022974	Paxbp1	GCFC	ENSMUSP00000113835;	67367
ENSMUSG00000021362	Gcm2	GCM	ENSMUSP00000021791;ENSMUSP00000153244;	107889
ENSMUSG00000023333	Gcm1	GCM	ENSMUSP00000024104;	14531
ENSMUSG00000063972	Nr6a1	GCNF-like	ENSMUSP00000121234;ENSMUSP00000115164;ENSMUSP00000126009;ENSMUSP00000108498;ENSMUSP00000075624;	14536
ENSMUSG00000060261	Gtf2i	GTF2I	ENSMUSP00000106892;ENSMUSP00000134111;ENSMUSP00000080714;ENSMUSP00000134035;ENSMUSP00000133969;ENSMUSP00000133435;ENSMUSP00000133566;ENSMUSP00000133740;ENSMUSP00000134440;ENSMUSP00000134636;ENSMUSP00000133526;ENSMUSP00000133489;ENSMUSP00000134042;ENSMUSP00000133444;ENSMUSP00000049625;	14886
ENSMUSG00000015942	Gtf2ird2	GTF2I	ENSMUSP00000016086;	114674
ENSMUSG00000023079	Gtf2ird1	GTF2I	ENSMUSP00000144521;ENSMUSP00000144222;ENSMUSP00000143897;ENSMUSP00000132882;ENSMUSP00000144502;ENSMUSP00000098217;ENSMUSP00000098215;ENSMUSP00000098219;ENSMUSP00000129392;ENSMUSP00000144420;ENSMUSP00000143848;ENSMUSP00000143809;ENSMUSP00000072904;ENSMUSP00000144373;ENSMUSP00000106876;ENSMUSP00000144447;ENSMUSP00000106875;ENSMUSP00000144203;ENSMUSP00000073752;ENSMUSP00000144604;	57080
ENSMUSG00000027985	Lef1	HMG	ENSMUSP00000067808;ENSMUSP00000101948;ENSMUSP00000029611;ENSMUSP00000096211;	16842
ENSMUSG00000051910	Sox6	HMG	ENSMUSP00000129512;ENSMUSP00000129027;ENSMUSP00000145931;ENSMUSP00000072583;ENSMUSP00000145732;ENSMUSP00000102223;ENSMUSP00000126404;ENSMUSP00000145919;	20679
ENSMUSG00000000782	Tcf7	HMG	ENSMUSP00000104699;ENSMUSP00000084055;	21414
ENSMUSG00000025902	Sox17	HMG	ENSMUSP00000142154;ENSMUSP00000141674;ENSMUSP00000027035;ENSMUSP00000142116;ENSMUSP00000112351;ENSMUSP00000142204;	20671
ENSMUSG00000000567	Sox9	HMG	ENSMUSP00000000579;	20682
ENSMUSG00000076431	Sox4	HMG	ENSMUSP00000100013;	20677
ENSMUSG00000027067	Ssrp1	HMG	ENSMUSP00000127058;ENSMUSP00000076971;ENSMUSP00000121639;	20833
ENSMUSG00000074637	Sox2	HMG	ENSMUSP00000096755;	20674
ENSMUSG00000033006	Sox10	HMG	ENSMUSP00000039466;ENSMUSP00000155574;	20665
ENSMUSG00000022641	Bbx	HMG	ENSMUSP00000086821;ENSMUSP00000119238;ENSMUSP00000110132;ENSMUSP00000110121;ENSMUSP00000086826;	70508
ENSMUSG00000096014	Sox1	HMG	ENSMUSP00000137203;	20664
ENSMUSG00000070643	Sox13	HMG	ENSMUSP00000119729;ENSMUSP00000092130;ENSMUSP00000122980;	20668
ENSMUSG00000074502	Ubtfl1	HMG	ENSMUSP00000126540;ENSMUSP00000096572;ENSMUSP00000129611;	546118
ENSMUSG00000041540	Sox5	HMG	ENSMUSP00000107378;ENSMUSP00000047567;ENSMUSP00000133041;ENSMUSP00000076403;ENSMUSP00000107377;	20678
ENSMUSG00000002996	Hbp1	HMG	ENSMUSP00000131158;	73389
ENSMUSG00000066551	Hmgb1	HMG	ENSMUSP00000144129;ENSMUSP00000082682;ENSMUSP00000118733;ENSMUSP00000144412;ENSMUSP00000114515;ENSMUSP00000106131;ENSMUSP00000106132;	15289
ENSMUSG00000020923	Ubtf	HMG	ENSMUSP00000102736;ENSMUSP00000134665;ENSMUSP00000078539;ENSMUSP00000006754;ENSMUSP00000102734;ENSMUSP00000102740;ENSMUSP00000136310;ENSMUSP00000133844;ENSMUSP00000133611;ENSMUSP00000131930;ENSMUSP00000102732;	21429
ENSMUSG00000043668	Tox3	HMG	ENSMUSP00000105250;ENSMUSP00000135697;	244579
ENSMUSG00000032329	Hmg20a	HMG	ENSMUSP00000034879;ENSMUSP00000149375;ENSMUSP00000149359;ENSMUSP00000149698;	66867
ENSMUSG00000026098	Pms1	HMG	ENSMUSP00000027267;ENSMUSP00000119632;	227099
ENSMUSG00000046470	Sox18	HMG	ENSMUSP00000062759;	20672
ENSMUSG00000041287	Sox15	HMG	ENSMUSP00000048524;	20670
ENSMUSG00000040489	Sox30	HMG	ENSMUSP00000037519;	214105
ENSMUSG00000055799	Tcf7l1	HMG	ENSMUSP00000109687;ENSMUSP00000069403;	21415
ENSMUSG00000003923	Tfam	HMG	ENSMUSP00000090086;ENSMUSP00000120871;ENSMUSP00000113581;ENSMUSP00000101072;	21780
ENSMUSG00000041272	Tox	HMG	ENSMUSP00000037966;	252838
ENSMUSG00000051817	Sox12	HMG	ENSMUSP00000138293;ENSMUSP00000064250;	20667
ENSMUSG00000053747	Sox14	HMG	ENSMUSP00000091310;ENSMUSP00000138239;	20669
ENSMUSG00000037935	Smarce1	HMG	ENSMUSP00000099422;	57376
ENSMUSG00000015217	Hmgb3	HMG	ENSMUSP00000110232;ENSMUSP00000116937;ENSMUSP00000110229;ENSMUSP00000086260;ENSMUSP00000015361;	15354
ENSMUSG00000063060	Sox7	HMG	ENSMUSP00000078597;	20680
ENSMUSG00000061517	Sox21	HMG	ENSMUSP00000127396;	223227
ENSMUSG00000040629	Mael	HMG	ENSMUSP00000045828;ENSMUSP00000141652;	98558
ENSMUSG00000020232	Hmg20b	HMG	ENSMUSP00000115459;ENSMUSP00000100961;ENSMUSP00000117322;ENSMUSP00000128807;ENSMUSP00000020454;ENSMUSP00000137861;ENSMUSP00000100960;	15353
ENSMUSG00000024622	Hmgxb3	HMG	ENSMUSP00000089498;	106894
ENSMUSG00000016831	Tox4	HMG	ENSMUSP00000022766;	268741
ENSMUSG00000069036	Sry	HMG	ENSMUSP00000088717;	21674
ENSMUSG00000024985	Tcf7l2	HMG	ENSMUSP00000123428;ENSMUSP00000107273;ENSMUSP00000107284;ENSMUSP00000050081;ENSMUSP00000042950;ENSMUSP00000119759;ENSMUSP00000107283;ENSMUSP00000107291;ENSMUSP00000107286;ENSMUSP00000118661;ENSMUSP00000107281;ENSMUSP00000107280;ENSMUSP00000107287;	21416
ENSMUSG00000085601	Gm4969	HMG	ENSMUSP00000115575;	243866
ENSMUSG00000048686	Hmgb4	HMG	ENSMUSP00000059625;	69317
ENSMUSG00000024176	Sox8	HMG	ENSMUSP00000133403;ENSMUSP00000133742;ENSMUSP00000025003;	20681
ENSMUSG00000057406	Nsd2	HMG	ENSMUSP00000058940;ENSMUSP00000110041;ENSMUSP00000067205;ENSMUSP00000110039;ENSMUSP00000122310;ENSMUSP00000123460;ENSMUSP00000117233;ENSMUSP00000075210;	107823
ENSMUSG00000005442	Cic	HMG	ENSMUSP00000005578;ENSMUSP00000128071;ENSMUSP00000126659;ENSMUSP00000132351;	71722
ENSMUSG00000034518	Hmgxb4	HMG	ENSMUSP00000105566;ENSMUSP00000045126;	70823
ENSMUSG00000063632	Sox11	HMG	ENSMUSP00000078070;	20666
ENSMUSG00000042323	Pbrm1	HMG	ENSMUSP00000087682;ENSMUSP00000107727;ENSMUSP00000107723;ENSMUSP00000107721;ENSMUSP00000060476;ENSMUSP00000107724;ENSMUSP00000123546;ENSMUSP00000022474;ENSMUSP00000022471;	66923
ENSMUSG00000054717	Hmgb2	HMG	ENSMUSP00000065940;ENSMUSP00000147297;	97165
ENSMUSG00000045179	Sox3	HMG	ENSMUSP00000115237;	20675
ENSMUSG00000074607	Tox2	HMG	ENSMUSP00000126243;ENSMUSP00000105055;ENSMUSP00000096710;	269389
ENSMUSG00000038056	Kmt2c	HMG	ENSMUSP00000134442;ENSMUSP00000043874;	231051
ENSMUSG00000037572	Wdhd1	HMG	ENSMUSP00000107422;ENSMUSP00000141182;	218973
ENSMUSG00000046711	Hmga1	HMGA	ENSMUSP00000113015;ENSMUSP00000113011;ENSMUSP00000113916;ENSMUSP00000110538;ENSMUSP00000114101;ENSMUSP00000113068;	15361
ENSMUSG00000056758	Hmga2	HMGA	ENSMUSP00000072556;ENSMUSP00000123998;	15364
ENSMUSG00000078249	Hmga1b	HMGA	ENSMUSP00000100667;	111241
ENSMUSG00000097200	Rhox6	Homeobox	ENSMUSP00000138055;	-
ENSMUSG00000038253	Hoxa5	Homeobox	ENSMUSP00000039012;	15402
ENSMUSG00000038700	Hoxb5	Homeobox	ENSMUSP00000035423;	15413
ENSMUSG00000027102	Hoxd8	Homeobox	ENSMUSP00000118904;ENSMUSP00000088094;ENSMUSP00000019749;	15437
ENSMUSG00000075045	Gm4981	Homeobox	ENSMUSP00000097314;	245263
ENSMUSG00000025469	Msx3	Homeobox	ENSMUSP00000133484;	17703
ENSMUSG00000021972	Hmbox1	Homeobox	ENSMUSP00000066905;ENSMUSP00000134824;ENSMUSP00000022544;ENSMUSP00000135372;ENSMUSP00000135272;ENSMUSP00000135657;ENSMUSP00000135211;ENSMUSP00000135448;	219150
ENSMUSG00000012396	Nanog	Homeobox	ENSMUSP00000012540;ENSMUSP00000108200;ENSMUSP00000108199;	71950
ENSMUSG00000040148	Hmx3	Homeobox	ENSMUSP00000039018;	15373
ENSMUSG00000000942	Hoxa4	Homeobox	ENSMUSP00000098943;	15401
ENSMUSG00000079627	Rhox2h	Homeobox	ENSMUSP00000110816;	622301
ENSMUSG00000106723	Dux	Homeobox	ENSMUSP00000145279;	-
ENSMUSG00000038805	Six3	Homeobox	ENSMUSP00000135677;ENSMUSP00000125169;ENSMUSP00000135312;	20473
ENSMUSG00000071772	Rhox3a	Homeobox	ENSMUSP00000110857;	382209
ENSMUSG00000044542	Prop1	Homeobox	ENSMUSP00000057231;	19127
ENSMUSG00000075046	Duxf3	Homeobox	ENSMUSP00000145004;	-
ENSMUSG00000001496	Nkx2-1	Homeobox	ENSMUSP00000136103;ENSMUSP00000001536;	21869
ENSMUSG00000034486	Gbx2	Homeobox	ENSMUSP00000048508;	14472
ENSMUSG00000080933	Rhox3g	Homeobox	ENSMUSP00000138947;	546294
ENSMUSG00000039377	Hlx	Homeobox	ENSMUSP00000040505;	15284
ENSMUSG00000021506	Pitx1	Homeobox	ENSMUSP00000134609;ENSMUSP00000021968;	18740
ENSMUSG00000075394	Hoxc4	Homeobox	ENSMUSP00000097740;	15423
ENSMUSG00000023443	Esx1	Homeobox	ENSMUSP00000074262;ENSMUSP00000108689;	13984
ENSMUSG00000096225	Lhx8	Homeobox	ENSMUSP00000145485;ENSMUSP00000136047;	16875
ENSMUSG00000041420	Meis3	Homeobox	ENSMUSP00000134918;ENSMUSP00000002495;	17537
ENSMUSG00000029595	Lhx5	Homeobox	ENSMUSP00000031591;	16873
ENSMUSG00000040721	Zfhx2	Homeobox	ENSMUSP00000045156;	239102
ENSMUSG00000100133	Tgif2lx1	Homeobox	ENSMUSP00000073522;	245583
ENSMUSG00000023391	Dlx2	Homeobox	ENSMUSP00000024159;	13392
ENSMUSG00000041730	Prrxl1	Homeobox	ENSMUSP00000064107;ENSMUSP00000140337;ENSMUSP00000140687;ENSMUSP00000154801;ENSMUSP00000139756;	107751
ENSMUSG00000020871	Dlx4	Homeobox	ENSMUSP00000021241;	13394
ENSMUSG00000092109	Gm9376	Homeobox	ENSMUSP00000128952;	668814
ENSMUSG00000001103	Sebox	Homeobox	ENSMUSP00000001130;	18292
ENSMUSG00000026805	Barhl1	Homeobox	ENSMUSP00000053147;ENSMUSP00000109480;ENSMUSP00000109478;	54422
ENSMUSG00000079629	Rhox2g	Homeobox	ENSMUSP00000110823;	434766
ENSMUSG00000096788	Rhox2e	Homeobox	ENSMUSP00000139210;ENSMUSP00000072030;	100040016
ENSMUSG00000029556	Hnf1a	Homeobox	ENSMUSP00000031535;	21405
ENSMUSG00000038718	Pbx3	Homeobox	ENSMUSP00000108757;ENSMUSP00000045281;	18516
ENSMUSG00000025229	Pitx3	Homeobox	ENSMUSP00000134563;ENSMUSP00000026259;	18742
ENSMUSG00000001815	Evx2	Homeobox	ENSMUSP00000134131;ENSMUSP00000001867;	14029
ENSMUSG00000071770	Rhox4e	Homeobox	ENSMUSP00000086475;	194856
ENSMUSG00000048502	Duxbl1	Homeobox	ENSMUSP00000134001;ENSMUSP00000134483;ENSMUSP00000056056;ENSMUSP00000133570;	278672
ENSMUSG00000029844	Hoxa1	Homeobox	ENSMUSP00000000964;	15394
ENSMUSG00000099216	Obox8	Homeobox	ENSMUSP00000138898;	-
ENSMUSG00000079639	Rhox4a	Homeobox	ENSMUSP00000110848;	664609
ENSMUSG00000034777	Vax2	Homeobox	ENSMUSP00000035976;	24113
ENSMUSG00000021469	Msx2	Homeobox	ENSMUSP00000021922;	17702
ENSMUSG00000053129	Gsx1	Homeobox	ENSMUSP00000069728;	14842
ENSMUSG00000015579	Nkx2-5	Homeobox	ENSMUSP00000015723;	18091
ENSMUSG00000059626	Rhox3e	Homeobox	ENSMUSP00000080075;ENSMUSP00000110852;	100135657
ENSMUSG00000094945	Rhox4a2	Homeobox	ENSMUSP00000136542;	100861640
ENSMUSG00000039476	Prrx2	Homeobox	ENSMUSP00000109222;ENSMUSP00000040332;	20204
ENSMUSG00000111314	Hhex	Homeobox	ENSMUSP00000149660;ENSMUSP00000150958;	-
ENSMUSG00000012520	Phox2b	Homeobox	ENSMUSP00000134216;ENSMUSP00000012664;	18935
ENSMUSG00000018973	Hoxb1	Homeobox	ENSMUSP00000019117;	15407
ENSMUSG00000040841	Six5	Homeobox	ENSMUSP00000045973;	20475
ENSMUSG00000026497	Mixl1	Homeobox	ENSMUSP00000027778;	27217
ENSMUSG00000075588	Hoxb2	Homeobox	ENSMUSP00000098092;	103889
ENSMUSG00000035946	Gsx2	Homeobox	ENSMUSP00000036625;	14843
ENSMUSG00000058537	AW822073	Homeobox	ENSMUSP00000144714;	100504180
ENSMUSG00000000938	Hoxa10	Homeobox	ENSMUSP00000120276;ENSMUSP00000112872;	15395
ENSMUSG00000014603	Alx3	Homeobox	ENSMUSP00000014747;	11694
ENSMUSG00000071757	Zhx2	Homeobox	ENSMUSP00000094164;	387609
ENSMUSG00000029754	Dlx6	Homeobox	ENSMUSP00000128585;ENSMUSP00000031768;ENSMUSP00000124204;	13396
ENSMUSG00000063672	Nkx6-3	Homeobox	ENSMUSP00000071517;	74561
ENSMUSG00000095975	Cphx1	Homeobox	ENSMUSP00000139237;	105594
ENSMUSG00000038692	Hoxb4	Homeobox	ENSMUSP00000048002;	15412
ENSMUSG00000050100	Hmx2	Homeobox	ENSMUSP00000138799;ENSMUSP00000058205;	15372
ENSMUSG00000066772	Obox3	Homeobox	ENSMUSP00000134531;ENSMUSP00000092842;ENSMUSP00000134526;ENSMUSP00000133814;ENSMUSP00000133788;ENSMUSP00000133427;ENSMUSP00000083291;	246791
ENSMUSG00000005503	Evx1	Homeobox	ENSMUSP00000031787;	14028
ENSMUSG00000038203	Hoxa13	Homeobox	ENSMUSP00000125221;ENSMUSP00000110059;ENSMUSP00000039170;	-
ENSMUSG00000001510	Dlx3	Homeobox	ENSMUSP00000090443;	13393
ENSMUSG00000020875	Hoxb9	Homeobox	ENSMUSP00000000010;	15417
ENSMUSG00000027833	Shox2	Homeobox	ENSMUSP00000029422;ENSMUSP00000141625;ENSMUSP00000125031;ENSMUSP00000123838;ENSMUSP00000124924;	20429
ENSMUSG00000036139	Hoxc9	Homeobox	ENSMUSP00000001706;	15427
ENSMUSG00000095698	Rhox2d	Homeobox	ENSMUSP00000110833;	434760
ENSMUSG00000043219	Hoxa6	Homeobox	ENSMUSP00000058755;	15403
ENSMUSG00000034551	Hdx	Homeobox	ENSMUSP00000109049;ENSMUSP00000043482;	245596
ENSMUSG00000021381	Barx1	Homeobox	ENSMUSP00000021813;	12022
ENSMUSG00000026890	Lhx6	Homeobox	ENSMUSP00000108584;ENSMUSP00000108587;ENSMUSP00000108591;ENSMUSP00000135776;ENSMUSP00000108585;ENSMUSP00000108590;ENSMUSP00000135693;	16874
ENSMUSG00000035934	Pknox2	Homeobox	ENSMUSP00000079578;ENSMUSP00000035806;ENSMUSP00000135581;	208076
ENSMUSG00000029736	Nobox	Homeobox	ENSMUSP00000133353;ENSMUSP00000031749;	18291
ENSMUSG00000068327	Tlx2	Homeobox	ENSMUSP00000133420;ENSMUSP00000087069;	21909
ENSMUSG00000025215	Tlx1	Homeobox	ENSMUSP00000026236;ENSMUSP00000133627;	21908
ENSMUSG00000026686	Lmx1a	Homeobox	ENSMUSP00000028003;ENSMUSP00000107008;	110648
ENSMUSG00000021099	Six6	Homeobox	ENSMUSP00000021519;	20476
ENSMUSG00000033080	Vsx1	Homeobox	ENSMUSP00000039088;	114889
ENSMUSG00000030507	Dbx1	Homeobox	ENSMUSP00000032717;	13172
ENSMUSG00000079637	Rhox2c	Homeobox	ENSMUSP00000110844;ENSMUSP00000134224;ENSMUSP00000139080;	100039948
ENSMUSG00000020679	Hnf1b	Homeobox	ENSMUSP00000103748;ENSMUSP00000103749;ENSMUSP00000123297;ENSMUSP00000021016;	21410
ENSMUSG00000071767	Rhox7a	Homeobox	ENSMUSP00000094193;	547168
ENSMUSG00000098463	Cphx2	Homeobox	ENSMUSP00000130311;	100039213
ENSMUSG00000001657	Hoxc8	Homeobox	ENSMUSP00000001703;	15426
ENSMUSG00000006705	Pknox1	Homeobox	ENSMUSP00000134852;ENSMUSP00000094966;ENSMUSP00000135804;	18771
ENSMUSG00000072675	Duxbl2	Homeobox	ENSMUSP00000098373;ENSMUSP00000128018;ENSMUSP00000134235;ENSMUSP00000133830;	100039227
ENSMUSG00000050328	Hoxc12	Homeobox	ENSMUSP00000051003;	15421
ENSMUSG00000116334	Zhx1	Homeobox	ENSMUSP00000155504;ENSMUSP00000155586;ENSMUSP00000155709;ENSMUSP00000154900;	-
ENSMUSG00000042448	Hoxd1	Homeobox	ENSMUSP00000043078;	15429
ENSMUSG00000025216	Lbx1	Homeobox	ENSMUSP00000096997;	16814
ENSMUSG00000000690	Hoxb6	Homeobox	ENSMUSP00000133281;ENSMUSP00000000704;	15414
ENSMUSG00000039095	En2	Homeobox	ENSMUSP00000036761;	13799
ENSMUSG00000022738	Gsc2	Homeobox	ENSMUSP00000012279;	195333
ENSMUSG00000035277	Arx	Homeobox	ENSMUSP00000109580;ENSMUSP00000049039;	11878
ENSMUSG00000044220	Nkx2-3	Homeobox	ENSMUSP00000050933;	18089
ENSMUSG00000079628	Rhox4g	Homeobox	ENSMUSP00000110820;	664608
ENSMUSG00000025255	Zfhx4	Homeobox	ENSMUSP00000026284;ENSMUSP00000135289;ENSMUSP00000135827;	80892
ENSMUSG00000058665	En1	Homeobox	ENSMUSP00000078659;	13798
ENSMUSG00000060969	Irx1	Homeobox	ENSMUSP00000152128;ENSMUSP00000076562;	16371
ENSMUSG00000097436	Rhox9	Homeobox	ENSMUSP00000138059;ENSMUSP00000137702;	-
ENSMUSG00000048528	Nkx1-2	Homeobox	ENSMUSP00000052778;	20231
ENSMUSG00000031621	Isx	Homeobox	ENSMUSP00000034034;ENSMUSP00000134368;	71597
ENSMUSG00000071771	Rhox4b	Homeobox	ENSMUSP00000094197;	57737
ENSMUSG00000001493	Meox1	Homeobox	ENSMUSP00000051158;	17285
ENSMUSG00000031326	Cdx4	Homeobox	ENSMUSP00000033689;	12592
ENSMUSG00000043969	Emx2	Homeobox	ENSMUSP00000053361;	13797
ENSMUSG00000038721	Hoxb7	Homeobox	ENSMUSP00000040121;	15415
ENSMUSG00000094817	Cphx3	Homeobox	ENSMUSP00000129288;ENSMUSP00000139300;	100039280
ENSMUSG00000034968	Lbx2	Homeobox	ENSMUSP00000047134;	16815
ENSMUSG00000079635	Rhox4c	Homeobox	ENSMUSP00000110837;	434759
ENSMUSG00000047407	Tgif1	Homeobox	ENSMUSP00000124168;ENSMUSP00000130930;ENSMUSP00000060512;ENSMUSP00000113192;ENSMUSP00000127139;ENSMUSP00000115375;	21815
ENSMUSG00000031737	Irx5	Homeobox	ENSMUSP00000147339;ENSMUSP00000034184;	54352
ENSMUSG00000021685	Otp	Homeobox	ENSMUSP00000022195;	18420
ENSMUSG00000051149	Adnp	Homeobox	ENSMUSP00000056809;ENSMUSP00000085316;	11538
ENSMUSG00000053909	Rhox10	Homeobox	ENSMUSP00000110803;	434769
ENSMUSG00000022061	Nkx3-1	Homeobox	ENSMUSP00000022646;	18095
ENSMUSG00000074365	Crxos	Homeobox	ENSMUSP00000096399;ENSMUSP00000130485;ENSMUSP00000133563;ENSMUSP00000138891;	546024
ENSMUSG00000071766	Rhox12	Homeobox	ENSMUSP00000110799;ENSMUSP00000094191;ENSMUSP00000139303;	382282
ENSMUSG00000062175	Tgif2	Homeobox	ENSMUSP00000073074;ENSMUSP00000096745;	228839
ENSMUSG00000115956	Hoxd4	Homeobox	ENSMUSP00000047949;	15436
ENSMUSG00000019230	Lhx9	Homeobox	ENSMUSP00000107657;ENSMUSP00000019374;ENSMUSP00000036480;ENSMUSP00000091198;ENSMUSP00000107661;	16876
ENSMUSG00000032033	Barx2	Homeobox	ENSMUSP00000112314;	12023
ENSMUSG00000064137	Rhox8	Homeobox	ENSMUSP00000071782;	434768
ENSMUSG00000026934	Lhx3	Homeobox	ENSMUSP00000056822;ENSMUSP00000028302;	16871
ENSMUSG00000050368	Hoxd10	Homeobox	ENSMUSP00000062412;	15430
ENSMUSG00000038765	Lmx1b	Homeobox	ENSMUSP00000134944;ENSMUSP00000043616;	16917
ENSMUSG00000024518	Rax	Homeobox	ENSMUSP00000025396;	19434
ENSMUSG00000021095	Gsc	Homeobox	ENSMUSP00000021513;	14836
ENSMUSG00000041309	Nkx6-2	Homeobox	ENSMUSP00000095588;ENSMUSP00000101701;	14912
ENSMUSG00000041583	Obox6	Homeobox	ENSMUSP00000104153;	252830
ENSMUSG00000052534	Pbx1	Homeobox	ENSMUSP00000134925;ENSMUSP00000135516;ENSMUSP00000066385;ENSMUSP00000072640;ENSMUSP00000140606;	18514
ENSMUSG00000001504	Irx2	Homeobox	ENSMUSP00000127963;ENSMUSP00000073976;	16372
ENSMUSG00000050197	Rhox13	Homeobox	ENSMUSP00000117271;	73614
ENSMUSG00000024134	Six2	Homeobox	ENSMUSP00000125871;ENSMUSP00000024947;	20472
ENSMUSG00000040310	Alx4	Homeobox	ENSMUSP00000106885;ENSMUSP00000047962;	11695
ENSMUSG00000097270	AL590629.4	Homeobox	ENSMUSP00000138051;	-
ENSMUSG00000097126	AL590629.2	Homeobox	ENSMUSP00000137805;	-
ENSMUSG00000029755	Dlx5	Homeobox	ENSMUSP00000052559;	13395
ENSMUSG00000106953	AC170751.2	Homeobox	ENSMUSP00000144929;	-
ENSMUSG00000055942	Obox7	Homeobox	ENSMUSP00000138932;ENSMUSP00000069239;ENSMUSP00000138871;	194588
ENSMUSG00000059325	Hopx	Homeobox	ENSMUSP00000109080;ENSMUSP00000113295;ENSMUSP00000080630;	74318
ENSMUSG00000071769	Rhox3h	Homeobox	ENSMUSP00000094196;	434758
ENSMUSG00000024986	Hhex	Homeobox	ENSMUSP00000133688;ENSMUSP00000025944;	15242
ENSMUSG00000054160	Nkx2-4	Homeobox	ENSMUSP00000066690;	228731
ENSMUSG00000031738	Irx6	Homeobox	ENSMUSP00000127446;ENSMUSP00000034185;	64379
ENSMUSG00000045608	Dbx2	Homeobox	ENSMUSP00000060424;	223843
ENSMUSG00000038210	Hoxa11	Homeobox	ENSMUSP00000040920;	15396
ENSMUSG00000001661	Hoxc6	Homeobox	ENSMUSP00000001711;	15425
ENSMUSG00000021604	Irx4	Homeobox	ENSMUSP00000134738;ENSMUSP00000022095;	50916
ENSMUSG00000031734	Irx3	Homeobox	ENSMUSP00000091002;ENSMUSP00000135488;	16373
ENSMUSG00000057156	Homez	Homeobox	ENSMUSP00000135648;ENSMUSP00000117828;ENSMUSP00000079929;	239099
ENSMUSG00000040610	Tlx3	Homeobox	ENSMUSP00000047457;	27140
ENSMUSG00000024619	Cdx1	Homeobox	ENSMUSP00000025521;	12590
ENSMUSG00000068048	Rhox9	Homeobox	ENSMUSP00000086462;ENSMUSP00000126022;	104384
ENSMUSG00000101174	Hoxd4	Homeobox	ENSMUSP00000107611;	-
ENSMUSG00000029112	Nkx1-1	Homeobox	ENSMUSP00000133620;	672284
ENSMUSG00000038227	Hoxa9	Homeobox	ENSMUSP00000046939;	15405
ENSMUSG00000029644	Pdx1	Homeobox	ENSMUSP00000082729;	18609
ENSMUSG00000028707	Dmbx1	Homeobox	ENSMUSP00000134457;ENSMUSP00000081366;ENSMUSP00000120320;	140477
ENSMUSG00000038872	Zfhx3	Homeobox	ENSMUSP00000152353;ENSMUSP00000044612;	11906
ENSMUSG00000042258	Isl1	Homeobox	ENSMUSP00000135567;ENSMUSP00000044879;	16392
ENSMUSG00000067724	Gbx1	Homeobox	ENSMUSP00000085651;	231044
ENSMUSG00000028023	Pitx2	Homeobox	ENSMUSP00000133756;ENSMUSP00000134692;ENSMUSP00000101990;ENSMUSP00000047359;ENSMUSP00000139328;	18741
ENSMUSG00000079638	Rhox2b	Homeobox	ENSMUSP00000110845;	100039913
